117,5,1,2026,2
118,5,1,2026,2
119,5,1,2026,3
120,5,1,2026,2
121,5,1,2026,3
122,5,1,2026,0
123,5,1,2026,2
124,5,1,2026,2
125,5,1,2026,3
126,5,1,2026,3
127,5,1,2026,2
128,5,1,2026,3
129,9,1,2026,0
130,9,1,2026,0
131,9,1,2026,0
132,9,1,2026,0
133,9,1,2026,0
134,9,1,2026,0
135,9,1,2026,0
136,9,1,2026,0
137,9,1,2026,0
138,9,1,2026,0
139,9,1,2026,0
140,9,1,2026,0
141,9,1,2026,0
142,9,1,2026,0
143,9,1,2026,0
144,9,1,2026,0
145,9,1,2026,0
146,9,1,2026,0
147,9,1,2026,0
148,9,1,2026,0
149,9,1,2026,0
150,9,1,2026,0
151,9,1,2026,0
152,9,1,2026,0
153,9,1,2026,0
154,9,1,2026,0
155,9,1,2026,0
156,9,1,2026,0
157,9,1,2026,0
158,9,1,2026,0
159,9,1,2026,0
160,9,1,2026,0
129,6,1,2026,2
130,6,1,2026,4
131,6,1,2026,5
132,6,1,2026,0
133,6,1,2026,5
134,6,1,2026,4
135,6,1,2026,4
136,6,1,2026,5
137,6,1,2026,4
138,6,1,2026,4
139,6,1,2026,0
140,6,1,2026,0
141,6,1,2026,3
142,6,1,2026,5
143,6,1,2026,5
144,6,1,2026,5
145,6,1,2026,4
146,6,1,2026,4
147,6,1,2026,5
148,6,1,2026,5
149,6,1,2026,5
150,6,1,2026,0
151,6,1,2026,4
152,6,1,2026,3
153,6,1,2026,5
154,6,1,2026,5
155,6,1,2026,5
156,6,1,2026,5
157,6,1,2026,5
158,6,1,2026,5
159,6,1,2026,3
160,6,1,2026
129,10,1,2026,0
130,10,1,2026,1
131,10,1,2026,1
132,10,1,2026,0
133,10,1,2026,1
134,10,1,2026,1
135,10,1,2026,1
136,10,1,2026,0
137,10,1,2026,1
138,10,1,2026,0
139,10,1,2026,0
140,10,1,2026,1
141,10,1,2026,0
142,10,1,2026,1
143,10,1,2026,1
144,10,1,2026,0
145,10,1,2026,1
146,10,1,2026,1
147,10,1,2026,1
148,10,1,2026,1
149,10,1,2026,1
150,10,1,2026,0
151,10,1,2026,1
152,10,1,2026,1
153,10,1,2026,1
154,10,1,2026,1
155,10,1,2026,1
156,10,1,2026,1
157,10,1,2026,1
158,10,1,2026,1
159,10,1,2026,1
160,10,1,2026,0
161,7,1,2026,0
162,7,1,2026,0
163,7,1,2026,0
164,7,1,2026,0
165,7,1,2026,0
166,7,1,2026,0
167,7,1,2026,0
168,7,1,2026,0
169,7,1,2026,0
170,7,1,2026,0
171,7,1,2026,0
172,7,1,2026,0
173,7,1,2026,0
174,7,1,2026,0
175,7,1,2026,0
176,7,1,2026,0
177,7,1,2026,0
178,7,1,2026,0
179,7,1,2026,0
180,7,1,2026,0
181,7,1,2026,0
182,7,1,2026,0
183,7,1,2026,0
184,7,1,2026,0
185,7,1,2026,0
186,7,1,2026,0
187,7,1,2026,0
188,7,1,2026,0
189,7,1,2026,0
